age_,gender,workclass,education,marital-status,occupation,race,weekly houers,place,income
62, Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White,98, United-States,1
28, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,50, United-States,1
34, Male, Private, Masters, Married-civ-spouse, Exec-managerial, White,40, United-States,0
51, Male, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, White,40, United-States,0
45, Female, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White,45, United-States,1
44, Male, Private, Some-college, Married-civ-spouse, Transport-moving, White,50, United-States,1
47, Male, ?, 7th-8th, Married-civ-spouse, ?, White,10, United-States,0
35, Male, Private, Some-college, Married-spouse-absent, Farming-fishing, White,40, United-States,0
46, Male, Private, 7th-8th, Married-civ-spouse, Transport-moving, White,40, United-States,0
46, Male, Private, Assoc-acdm, Never-married, Tech-support, White,56, United-States,0
46, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,53, United-States,1
66, Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,8, United-States,1
34, Female, State-gov, HS-grad, Separated, Adm-clerical, White,20, United-States,0
26, Male, Private, Assoc-acdm, Married-civ-spouse, Sales, White,40, United-States,0
29, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,1
30, Male, Private, HS-grad, Never-married, Other-service, Black,40, ?,0
23, Female, Private, Bachelors, Never-married, Adm-clerical, White,40, United-States,0
46, Female, Private, 9th, Married-civ-spouse, Machine-op-inspct, White,40, United-States,0
44, Male, ?, 10th, Married-civ-spouse, ?, White,40, United-States,0
54, Male, Private, Masters, Married-civ-spouse, Sales, White,68, United-States,1
54, Male, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, White,60, United-States,0
71, Female, Private, 9th, Widowed, Sales, White,13, United-States,0
51, Male, Private, 12th, Married-civ-spouse, Craft-repair, White,45, United-States,0
32, Male, Private, HS-grad, Never-married, Craft-repair, White,40, United-States,0
75, Female, ?, HS-grad, Married-AF-spouse, ?, White,14, United-States,0
57, Male, Private, 11th, Married-spouse-absent, Craft-repair, White,40, Canada,0
34, Male, Private, 9th, Never-married, Craft-repair, White,40, United-States,0
40, Male, Private, Bachelors, Divorced, Sales, White,40, United-States,1
21, Female, Private, HS-grad, Never-married, Exec-managerial, White,40, United-States,0
50, Male, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, United-States,1
32, Male, Private, Assoc-voc, Never-married, Craft-repair, White,44, Ireland,0
37, Female, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,50, United-States,1
19, Male, Private, 7th-8th, Married-civ-spouse, Craft-repair, White,99, United-States,0
64, Female, Private, HS-grad, Widowed, Adm-clerical, White,30, United-States,0
17, Male, Private, 11th, Never-married, Other-service, Black,20, United-States,0
37, Male, Private, Assoc-voc, Married-civ-spouse, Other-service, White,40, United-States,0
32, Male, Private, Some-college, Never-married, Craft-repair, White,45, United-States,0
20, Male, Private, Some-college, Never-married, Other-service, Black,20, United-States,0
39, Male, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, White,40, United-States,1
18, Male, Private, 12th, Never-married, Handlers-cleaners, White,40, Columbia,0
42, Male, Private, Masters, Married-civ-spouse, Prof-specialty, White,50, United-States,1
43, Male, Private, Some-college, Married-civ-spouse, Sales, White,40, United-States,1
42, Male, Private, Bachelors, Married-civ-spouse, Adm-clerical, White,55, United-States,1
53, Female, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,60, United-States,1
52, Male, Private, HS-grad, Married-civ-spouse, Sales, White,40, United-States,0
51, Male, Private, 10th, Never-married, Farming-fishing, White,40, United-States,0
77, Male, Self-emp-inc, Some-college, Married-civ-spouse, Sales, White,8, United-States,0
25, Female, Private, Some-college, Never-married, Sales, Black,30, United-States,0
38, Male, Local-gov, Some-college, Never-married, Prof-specialty, White,40, United-States,0
20, Male, Private, HS-grad, Never-married, Other-service, White,40, United-States,0
23, Male, Private, HS-grad, Never-married, Craft-repair, White,30, United-States,0
27, Female, Private, HS-grad, Never-married, Adm-clerical, White,40, United-States,0
19, Female, Private, 11th, Never-married, Other-service, White,40, United-States,0
41, Male, Private, Bachelors, Married-civ-spouse, Sales, White,40, United-States,1
47, Male, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Black,40, United-States,0
72, Female, ?, Bachelors, Separated, ?, White,7, United-States,0
42, Female, Private, Masters, Never-married, Exec-managerial, White,40, United-States,0
36, Male, Private, Bachelors, Married-civ-spouse, Sales, White,40, United-States,1
42, Male, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, White,60, United-States,1
24, Female, Private, Bachelors, Never-married, Adm-clerical, White,40, United-States,0
22, Male, Private, HS-grad, Never-married, Handlers-cleaners, White,40, United-States,0
29, Male, Private, 1st-4th, Married-civ-spouse, Other-service, White,40, ?,0
42, Male, Private, Prof-school, Married-civ-spouse, Exec-managerial, White,40, United-States,1
24, Male, Private, Bachelors, Never-married, Prof-specialty, White,20, United-States,0
41, Male, Private, Some-college, Married-civ-spouse, Adm-clerical, White,45, United-States,1
29, Male, Private, HS-grad, Never-married, Protective-serv, Asian-Pac-Islander,40, Philippines,0
36, Male, Private, HS-grad, Divorced, Craft-repair, White,40, United-States,0
78, Male, Self-emp-inc, HS-grad, Widowed, Sales, White,45, United-States,1
43, Female, Private, Assoc-voc, Married-civ-spouse, Tech-support, White,32, United-States,1
34, Female, State-gov, Some-college, Separated, Exec-managerial, White,40, United-States,0
20, Female, ?, Some-college, Never-married, ?, White,40, United-States,0
24, Male, Private, 12th, Married-civ-spouse, Craft-repair, White,40, United-States,0
36, Male, Federal-gov, Assoc-voc, Married-civ-spouse, Tech-support, White,40, United-States,0
49, Male, Private, Some-college, Married-civ-spouse, Sales, White,44, United-States,0
21, Male, Private, 9th, Never-married, Transport-moving, White,40, United-States,0
51, Female, Private, Assoc-acdm, Separated, Other-service, Black,40, United-States,0
30, Male, Private, HS-grad, Married-civ-spouse, Tech-support, White,40, United-States,0
37, Male, Private, HS-grad, Never-married, Craft-repair, White,40, United-States,0
30, Female, Private, Assoc-voc, Never-married, Adm-clerical, White,40, United-States,0
20, Male, ?, Some-college, Never-married, ?, Black,10, United-States,0
46, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
24, Male, Local-gov, HS-grad, Never-married, Other-service, White,40, United-States,0
32, Male, Private, Bachelors, Married-civ-spouse, Sales, White,42, United-States,1
36, Male, Private, Some-college, Divorced, Prof-specialty, White,50, United-States,0
30, Female, Private, 11th, Married-spouse-absent, Handlers-cleaners, White,40, United-States,0
60, Male, State-gov, Some-college, Married-civ-spouse, Transport-moving, White,40, United-States,0
56, Female, Local-gov, Some-college, Divorced, Exec-managerial, White,40, United-States,0
57, Male, Private, 11th, Married-civ-spouse, Machine-op-inspct, White,40, United-States,0
61, Female, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White,40, United-States,0
50, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,1
56, Male, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White,48, United-States,0
61, Male, Self-emp-inc, Some-college, Married-civ-spouse, Sales, White,35, United-States,1
45, Male, Private, Masters, Divorced, Exec-managerial, White,70, United-States,1
31, Male, Private, Masters, Married-civ-spouse, Prof-specialty, White,40, United-States,1
60, Male, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Black,50, United-States,1
26, Male, Private, Some-college, Married-civ-spouse, Prof-specialty, White,40, United-States,0
56, Female, Self-emp-not-inc, 11th, Married-civ-spouse, Other-service, White,40, United-States,0
45, Female, Private, 11th, Widowed, Other-service, White,40, United-States,0
28, Male, Private, Assoc-acdm, Never-married, Exec-managerial, White,65, United-States,1
45, Male, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Amer-Indian-Eskimo,40, United-States,0
58, Male, Private, 9th, Married-civ-spouse, Handlers-cleaners, White,40, United-States,0
38, Female, Private, Assoc-voc, Never-married, Tech-support, White,40, United-States,0
23, Female, Private, Bachelors, Never-married, Exec-managerial, White,40, United-States,0
49, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,1
19, Female, Private, Some-college, Never-married, Sales, White,25, United-States,0
22, Male, Private, HS-grad, Never-married, Other-service, White,40, United-States,0
23, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,50, United-States,0
23, Female, Private, HS-grad, Married-civ-spouse, Adm-clerical, White,40, United-States,0
40, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,25, United-States,0
55, Female, Federal-gov, Bachelors, Never-married, Prof-specialty, White,40, United-States,0
34, Female, State-gov, Assoc-voc, Never-married, Prof-specialty, White,40, United-States,0
21, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black,40, United-States,0
28, Female, Private, HS-grad, Never-married, Other-service, White,40, United-States,0
43, Male, Federal-gov, Bachelors, Married-spouse-absent, Tech-support, Asian-Pac-Islander,40, United-States,0
17, Male, Private, 9th, Never-married, Transport-moving, White,20, United-States,0
51, Female, Self-emp-not-inc, 10th, Widowed, Transport-moving, White,40, United-States,0
37, Male, Private, HS-grad, Married-civ-spouse, Sales, White,40, United-States,1
54, Male, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White,50, United-States,1
24, Male, Private, Bachelors, Never-married, Sales, White,30, United-States,0
35, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,1
48, Female, Private, HS-grad, Never-married, Machine-op-inspct, Black,40, United-States,0
23, Male, Private, Assoc-voc, Never-married, Machine-op-inspct, White,40, United-States,0
24, Female, Private, HS-grad, Never-married, Priv-house-serv, White,45, England,0
24, Female, Private, Assoc-voc, Never-married, Adm-clerical, White,20, United-States,0
50, Male, Private, 7th-8th, Married-civ-spouse, Craft-repair, White,40, United-States,0
34, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,40, United-States,1
45, Female, Private, HS-grad, Divorced, Adm-clerical, White,40, United-States,0
36, Male, Private, 11th, Never-married, Craft-repair, White,40, United-States,0
33, Male, Private, Bachelors, Married-civ-spouse, Exec-managerial, White,45, United-States,1
21, Female, Private, HS-grad, Never-married, Other-service, White,20, United-States,0
32, Male, Private, HS-grad, Married-civ-spouse, Craft-repair, White,40, United-States,0
22, Male, Private, 5th-6th, Never-married, Farming-fishing, White,40, Mexico,0
53, Male, Private, HS-grad, Married-civ-spouse, Tech-support, White,40, United-States,1
36, Male, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White,40, United-States,0
22, Male, Private, Bachelors, Never-married, Sales, White,40, United-States,0
47, Female, Private, HS-grad, Married-civ-spouse, Protective-serv, Black,40, United-States,0
25, Female, ?, Some-college, Never-married, ?, Amer-Indian-Eskimo,20, United-States,0
30, Female, Private, HS-grad, Divorced, Machine-op-inspct, White,20, United-States,0
49, Female, ?, HS-grad, Widowed, ?, Black,40, United-States,0
23, Male, Private, Some-college, Never-married, Sales, White,40, United-States,0
40, Male, Private, 10th, Separated, Transport-moving, White,35, United-States,0
45, Male, Local-gov, Assoc-acdm, Divorced, Tech-support, White,40, United-States,0
61, Male, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White,42, United-States,0
35, Female, Private, HS-grad, Divorced, Exec-managerial, White,55, United-States,0
20, Female, Private, Some-college, Never-married, Other-service, White,25, United-States,0
27, Male, Private, 10th, Never-married, Adm-clerical, White,60, United-States,0
23, Female, Private, HS-grad, Never-married, Adm-clerical, White,40, United-States,0
25, Male, Private, Bachelors, Married-civ-spouse, Prof-specialty, White,40, ?,0
65, Female, Local-gov, Some-college, Widowed, Adm-clerical, White,35, United-States,0
25, Female, Private, HS-grad, Never-married, Adm-clerical, Black,40, United-States,0
49, Male, Private, Bachelors, Married-civ-spouse, Sales, Asian-Pac-Islander,50, South,1
45, Female, Private, Bachelors, Divorced, Adm-clerical, White,40, Germany,0
46, Female, Private, Masters, Divorced, Exec-managerial, White,45, United-States,0
67, Female, Private, HS-grad, Widowed, Sales, White,32, United-States,0
40, Female, Private, HS-grad, Widowed, Machine-op-inspct, White,40, United-States,0
51, Male, Private, Some-college, Married-civ-spouse, Exec-managerial, White,60, United-States,1
44, Male, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White,50, United-States,1
35, Male, Private, HS-grad, Married-civ-spouse, Transport-moving, White,60, United-States,0
28, Male, Private, Some-college, Never-married, Sales, White,40, United-States,0
44, Female, Private, HS-grad, Divorced, Handlers-cleaners, White,48, United-States,0
37, Male, Private, Some-college, Married-civ-spouse, Craft-repair, White,50, United-States,1
54, Male, Private, Some-college, Married-civ-spouse, Transport-moving, White,45, United-States,1
33, Female, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, White,40, United-States,1
